00:00	0.0	0.0	0.0	9.42
01:00	0.0	0.0	0.0	9.12
02:00	0.0	0.0	0.0	8.82
03:00	0.0	0.0	0.0	8.52
04:00	0.0	0.0	0.0	8.53
05:00	0.25	0.0	0.2	8.53
06:00	24.03	0.0	18.76	8.53
07:00	50.97	0.0	39.79	10.13
08:00	73.38	0.0	57.29	11.74
09:00	90.99	0.0	71.03	13.34
10:00	102.92	0.0	80.35	14.14
11:00	109.64	0.0	85.6	14.95
12:00	210.26	34.39	114.15	15.75
13:00	338.17	149.08	129.93	16.04
14:00	416.89	227.98	138.84	16.32
15:00	482.89	301.38	140.36	16.61
16:00	477.46	319.51	129.4	15.82
17:00	372.13	257.2	100.4	15.03
18:00	108.87	79.94	26.52	14.24
19:00	0.0	0.0	0.0	13.18
20:00	0.0	0.0	0.0	12.12
21:00	0.0	0.0	0.0	11.06
22:00	0.0	0.0	0.0	10.54
23:00	0.0	0.0	0.0	10.02
