00:00	0.0	0.0	0.0	18.31
01:00	0.0	0.0	0.0	17.83
02:00	0.0	0.0	0.0	17.35
03:00	0.0	0.0	0.0	16.88
04:00	0.0	0.0	0.0	16.63
05:00	0.0	0.0	0.0	16.38
06:00	2.84	0.0	2.22	16.13
07:00	481.34	352.33	112.77	17.91
08:00	632.52	458.01	139.64	19.69
09:00	631.71	443.07	136.12	21.47
10:00	519.84	334.73	119.33	22.61
11:00	346.9	176.04	97.27	23.75
12:00	121.66	3.1	71.45	24.9
13:00	91.21	0.0	71.21	25.14
14:00	86.44	0.0	67.48	25.39
15:00	74.78	0.0	58.38	25.64
16:00	58.87	0.0	45.96	24.58
17:00	34.18	0.0	26.69	23.52
18:00	4.75	0.0	3.71	22.46
19:00	0.0	0.0	0.0	21.38
20:00	0.0	0.0	0.0	20.3
21:00	0.0	0.0	0.0	19.22
22:00	0.0	0.0	0.0	18.87
23:00	0.0	0.0	0.0	18.53
