00:00	0.0	0.0	0.0	22.26
01:00	0.0	0.0	0.0	21.79
02:00	0.0	0.0	0.0	21.32
03:00	0.0	0.0	0.0	20.85
04:00	0.0	0.0	0.0	20.54
05:00	0.0	0.0	0.0	20.24
06:00	16.18	0.0	12.63	19.94
07:00	46.37	0.83	34.5	21.97
08:00	161.61	53.73	63.45	23.99
09:00	296.58	148.79	85.01	26.01
10:00	412.24	238.26	95.79	27.25
11:00	486.21	292.7	106.03	28.49
12:00	515.98	317.64	107.27	29.73
13:00	493.21	296.42	108.9	30.04
14:00	427.77	244.26	104.33	30.35
15:00	329.21	169.49	92.79	30.67
16:00	202.54	79.64	72.57	29.83
17:00	62.76	4.3	41.64	28.98
18:00	26.9	0.0	21.0	28.14
19:00	0.23	0.0	0.18	26.62
20:00	0.0	0.0	0.0	25.09
21:00	0.0	0.0	0.0	23.57
22:00	0.0	0.0	0.0	23.1
23:00	0.0	0.0	0.0	22.64
