00:00	0.0	0.0	0.0	19.03
01:00	0.0	0.0	0.0	18.56
02:00	0.0	0.0	0.0	18.08
03:00	0.0	0.0	0.0	17.61
04:00	0.0	0.0	0.0	17.82
05:00	76.86	46.31	26.15	18.03
06:00	139.88	66.22	56.98	18.24
07:00	128.14	27.92	69.25	19.74
08:00	81.58	0.0	63.69	21.25
09:00	98.52	0.0	76.92	22.75
10:00	107.96	0.0	84.29	23.61
11:00	110.47	0.0	86.25	24.47
12:00	110.15	0.0	86.0	25.33
13:00	109.97	0.0	85.86	25.84
14:00	102.01	0.0	79.64	26.36
15:00	89.33	0.0	69.74	26.87
16:00	73.27	0.0	57.2	26.33
17:00	129.72	39.51	64.38	25.78
18:00	134.61	71.2	51.1	25.24
19:00	4.11	0.0	3.21	23.87
20:00	0.0	0.0	0.0	22.49
21:00	0.0	0.0	0.0	21.12
22:00	0.0	0.0	0.0	20.44
23:00	0.0	0.0	0.0	19.76
