00:00	0.0	0.0	0.0	12.78
01:00	0.0	0.0	0.0	12.43
02:00	0.0	0.0	0.0	12.08
03:00	0.0	0.0	0.0	11.73
04:00	0.0	0.0	0.0	12.01
05:00	12.72	0.0	9.93	12.3
06:00	39.32	0.0	30.7	12.58
07:00	75.55	2.6	54.19	14.0
08:00	181.87	50.27	91.85	15.42
09:00	270.6	102.39	117.76	16.85
10:00	331.18	139.64	134.33	17.58
11:00	378.72	168.43	147.24	18.31
12:00	386.06	171.95	150.07	19.05
13:00	367.4	162.9	142.03	19.35
14:00	309.36	128.1	124.91	19.66
15:00	220.36	72.18	102.19	19.96
16:00	118.08	12.04	73.9	19.36
17:00	48.36	0.0	37.75	18.76
18:00	22.42	0.0	17.5	18.15
19:00	0.22	0.0	0.17	16.95
20:00	0.0	0.0	0.0	15.75
21:00	0.0	0.0	0.0	14.55
22:00	0.0	0.0	0.0	13.99
23:00	0.0	0.0	0.0	13.43
