00:00	0.0	0.0	0.0	16.23
01:00	0.0	0.0	0.0	15.86
02:00	0.0	0.0	0.0	15.49
03:00	0.0	0.0	0.0	15.12
04:00	0.0	0.0	0.0	14.94
05:00	0.0	0.0	0.0	14.75
06:00	199.47	145.83	48.72	14.57
07:00	419.78	294.4	107.0	16.31
08:00	483.14	323.81	127.03	18.06
09:00	465.82	293.79	127.39	19.8
10:00	378.9	205.72	118.91	20.82
11:00	242.76	85.1	97.85	21.85
12:00	94.12	0.0	73.48	22.87
13:00	88.21	0.0	68.87	23.16
14:00	80.58	0.0	62.91	23.44
15:00	67.11	0.0	52.39	23.73
16:00	47.84	0.0	37.35	22.65
17:00	23.01	0.0	17.96	21.57
18:00	0.39	0.0	0.3	20.48
19:00	0.0	0.0	0.0	19.55
20:00	0.0	0.0	0.0	18.61
21:00	0.0	0.0	0.0	17.68
22:00	0.0	0.0	0.0	17.17
23:00	0.0	0.0	0.0	16.65
