00:00	0.0	0.0	0.0	18.38
01:00	0.0	0.0	0.0	17.87
02:00	0.0	0.0	0.0	17.37
03:00	0.0	0.0	0.0	16.87
04:00	0.0	0.0	0.0	16.82
05:00	0.0	0.0	0.0	16.78
06:00	146.87	75.45	71.42	16.73
07:00	331.97	212.06	119.91	18.72
08:00	524.74	370.67	154.08	20.71
09:00	694.79	515.39	179.4	22.7
10:00	832.65	634.5	198.15	23.77
11:00	904.56	695.66	208.89	24.84
12:00	928.67	713.1	215.57	25.91
13:00	896.85	681.63	215.22	26.18
14:00	817.1	602.25	214.85	26.45
15:00	691.95	492.81	199.14	26.72
16:00	530.31	357.22	173.09	26.04
17:00	355.03	220.25	134.78	25.36
18:00	174.62	90.47	84.15	24.68
19:00	18.64	0.0	18.64	23.19
20:00	0.0	0.0	0.0	21.69
21:00	0.0	0.0	0.0	20.19
22:00	0.0	0.0	0.0	19.63
23:00	0.0	0.0	0.0	19.06
