00:00	0.0	0.0	0.0	11.51
01:00	0.0	0.0	0.0	11.3
02:00	0.0	0.0	0.0	11.09
03:00	2.79	0.0	2.18	10.88
04:00	17.78	0.0	13.88	11.83
05:00	37.33	0.0	29.14	12.79
06:00	59.09	0.0	46.13	13.75
07:00	79.65	0.0	62.18	14.65
08:00	96.2	0.0	75.1	15.55
09:00	109.17	0.0	85.23	16.45
10:00	112.25	0.0	87.63	16.74
11:00	111.37	0.0	86.95	17.02
12:00	267.25	84.28	125.26	17.3
13:00	358.89	170.8	134.67	17.33
14:00	434.37	247.02	139.42	17.35
15:00	477.42	297.87	139.13	17.38
16:00	482.38	315.12	135.35	16.86
17:00	420.31	284.13	114.7	16.33
18:00	302.73	209.1	82.06	15.81
19:00	99.0	67.09	28.67	14.74
20:00	0.0	0.0	0.0	13.67
21:00	0.0	0.0	0.0	12.61
22:00	0.0	0.0	0.0	12.25
23:00	0.0	0.0	0.0	11.9
