00:00	0.0	0.0	0.0	22.32
01:00	0.0	0.0	0.0	21.81
02:00	0.0	0.0	0.0	21.31
03:00	0.0	0.0	0.0	20.81
04:00	0.0	0.0	0.0	20.58
05:00	0.0	0.0	0.0	20.35
06:00	27.29	0.0	21.3	20.12
07:00	49.46	0.0	38.62	22.21
08:00	63.16	0.0	49.31	24.3
09:00	73.85	0.0	57.66	26.38
10:00	78.73	0.0	61.46	27.71
11:00	82.5	0.0	64.41	29.04
12:00	84.51	0.0	65.98	30.37
13:00	345.68	163.71	87.28	30.77
14:00	538.68	337.78	114.18	31.18
15:00	681.9	470.11	137.68	31.58
16:00	755.99	543.34	155.0	30.79
17:00	743.17	542.41	161.62	29.99
18:00	577.68	418.31	139.88	29.19
19:00	8.25	0.0	6.44	27.54
20:00	0.0	0.0	0.0	25.89
21:00	0.0	0.0	0.0	24.24
22:00	0.0	0.0	0.0	23.62
23:00	0.0	0.0	0.0	23.01
